biomodels_luid	name	format	format_version	publication_title	publication_year
BIOMD0000000734	Mouse Iron Distribution - Rich and Deficient iron diets (tracer)	SBML	L2V4	Modeling the dynamics of mouse iron body distribution: hepcidin is necessary but not sufficient.	2017.0
BIOMD0000000735	Mouse Iron Distribution - Adequate iron diet (tracer)	SBML	L2V4	Modeling the dynamics of mouse iron body distribution: hepcidin is necessary but not sufficient.	2017.0
BIOMD0000000736	Mouse Iron Distribution - Adequate iron diet (No Tracer)	SBML	L2V4	Modeling the dynamics of mouse iron body distribution: hepcidin is necessary but not sufficient.	2017.0
BIOMD0000000737	Mouse Iron Distribution - Deficient iron diet (No Tracer)	SBML	L2V4	Modeling the dynamics of mouse iron body distribution: hepcidin is necessary but not sufficient.	2017.0
BIOMD0000000738	Mouse Iron Distribution - Rich iron diet (No Tracer)	SBML	L2V4	Modeling the dynamics of mouse iron body distribution: hepcidin is necessary but not sufficient.	2017.0
BIOMD0000000739	Bravo2012 - Modelling blood coagulation factor Va inactivation by APC	SBML	L2V4	Modeling of human factor Va inactivation by activated protein C.	2012.0
BIOMD0000000740	Panteleev2010 - Blood Coagulation: Full Model	SBML	L2V4	Task-oriented modular decomposition of biological networks: trigger mechanism in blood coagulation.	2010.0
BIOMD0000000741	Eftimie2018 - Cancer and Immune biomarkers	SBML	L3V1	Improving cancer detection through combinations of cancer and immune biomarkers: a modelling approach	2018.0
BIOMD0000000742	Garcia2018basic - cancer and immune cell count basic model	SBML	L3V1	Cancer-Induced Immunosuppression can enable Effectiveness of Immunotherapy through Bistability Generation: a mathematical and computational Examination	2018.0
BIOMD0000000743	Gallaher2018 - Tumor–Immune dynamics in multiple myeloma	SBML	L3V1	Methods for determining key components in a mathematical model for tumor–immune dynamics in multiple myeloma	2018.0
BIOMD0000000744	Hu2019 - Pancreatic cancer dynamics	SBML	L3V1	Modeling Pancreatic Cancer Dynamics with Immunotherapy	2019.0
BIOMD0000000745	Jarrett2018 - trastuzumab-induced immune response in murine HER2+ breast cancer model	SBML	L3V1	Mathematical modelling of trastuzumab-induced immune response in an in vivo murine model of HER2+ breast cancer	2018.0
BIOMD0000000746	Saad2017 - immune checkpoint and BCG in superficial bladder cancer	SBML	L3V1	Dynamics of Immune Checkpoints, Immune System, and BCG in the Treatment of Superficial Bladder Cancer.	2017.0
BIOMD0000000747	Nagashima2002 - Simulating blood coagulation inhibitory effects	SBML	L2V4	Studies on the different modes of action of the anticoagulant protease inhibitors DX-9065a and Argatroban. I. Effects on thrombin generation.	2002.0
BIOMD0000000748	Phan2017 - innate immune in oncolytic virotherapy	SBML	L3V1	The Role of the Innate Immune System in Oncolytic Virotherapy.	2017.0
BIOMD0000000749	Reppas2015 - tumor control via alternating immunostimulating and immunosuppressive phases	SBML	L3V1	In silico tumor control induced via alternating immunostimulating and immunosuppressive phases.	2016.0
BIOMD0000000750	Lolas2016 - tumour-induced neoneurogenesis and perineural tumour growth	SBML	L3V1	Tumour-induced neoneurogenesis and perineural tumour growth: a mathematical approach.	2016.0
BIOMD0000000751	Wilkie2013b - immune-induced cancer dormancy and immune evasion-basic	SBML	L3V1	Mathematical models of immune-induced cancer dormancy and the emergence of immune evasion.	2013.0
BIOMD0000000752	Wilkie2013r - immune-induced cancer dormancy and immune evasion-resistance	SBML	L3V1	Mathematical models of immune-induced cancer dormancy and the emergence of immune evasion.	2013.0
BIOMD0000000753	Figueredo2013/1 - immunointeraction base model	SBML	L3V1	Investigating mathematical models of immuno-interactions with early-stage cancer under an agent-based modelling perspective.	2013.0
BIOMD0000000754	Figueredo2013/2 - immunointeraction model with IL2	SBML	L3V1	Investigating mathematical models of immuno-interactions with early-stage cancer under an agent-based modelling perspective.	2013.0
BIOMD0000000755	Hansen2019 - Nine species reduced model of blood coagulation	SBML	L2V4	Automated reduction of blood coagulation models.	2019.0
BIOMD0000000756	Figueredo2013/3 - immunointeraction full model	SBML	L3V1	Investigating mathematical models of immuno-interactions with early-stage cancer under an agent-based modelling perspective.	2013.0
BIOMD0000000757	Abernathy2016 - glioblastoma treatment	SBML	L3V1	Modeling the Treatment of Glioblastoma Multiforme and Cancer Stem Cells with Ordinary Differential Equations.	2016.0
BIOMD0000000758	Babbs2012 - immunotherapy	SBML	L3V1	Predicting success or failure of immunotherapy for cancer: insights from a clinically applicable mathematical model.	2012.0
BIOMD0000000759	den Breems2015 - macrophage in cancer	SBML	*	The re-polarisation of M2 and M1 macrophages and its role on cancer outcomes.	2016.0
BIOMD0000000760	Feizabadi2011/1 - immunodeficiency in cancer core model	SBML	L2V4	Modeling the effects of a simple immune system and immunodeficiency on the dynamics of conjointly growing tumor and normal cells.	2011.0
BIOMD0000000761	Cappuccio2006 - Cancer immunotherapy by interleukin-21	SBML	L2V4	Cancer immunotherapy by interleukin-21: potential treatment strategies evaluated in a mathematical model.	2006.0
BIOMD0000000762	Kuznetsov1994 - Nonlinear dynamics of immunogenic tumors	SBML	L2V4	Nonlinear dynamics of immunogenic tumors: parameter estimation and global bifurcation analysis.	1994.0
BIOMD0000000763	Dritschel2018 - A mathematical model of cytotoxic and helper T cell interactions in a tumour microenvironment	SBML	L2V4	A mathematical model of cytotoxic and helper T cell interactions in a tumour microenvironment	2019.0
BIOMD0000000764	Malinzi2019 - chemovirotherapy	SBML	L3V1	Mathematical Analysis of a Mathematical Model of Chemovirotherapy: Effect of Drug Infusion Method.	2019.0
BIOMD0000000765	Mager2005 - Quasi-equilibrium pharmacokinetic model for drugs exhibiting target-mediated drug disposition	SBML	L2V4	Quasi-equilibrium pharmacokinetic model for drugs exhibiting target-mediated drug disposition.	2005.0
BIOMD0000000766	Macnamara2015/1 - virotherapy full model	SBML	L3V1	Memory versus effector immune responses in oncolytic virotherapies.	2015.0
BIOMD0000000767	Macnamara2015/2 - virotherapy virus-free submodel	SBML	L3V1	Memory versus effector immune responses in oncolytic virotherapies.	2015.0
BIOMD0000000768	Eftimie2010 - immunity to melanoma	SBML	L3V1	Modeling anti-tumor Th1 and Th2 immunity in the rejection of melanoma.	2010.0
BIOMD0000000769	Eftimie2017/2 - interaction of Th and macrophage in melanoma	SBML	L3V1	Modelling and investigation of the CD4+ T cells - Macrophages paradox in melanoma immunotherapies.	2017.0
BIOMD0000000770	Eftimie2017/1 - interaction of Th and macrophage	SBML	L3V1	Modelling and investigation of the CD4+ T cells - Macrophages paradox in melanoma immunotherapies.	2017.0
BIOMD0000000771	Bajzer2008 - Modeling of cancer virotherapy with recombinant measles viruses	SBML	L2V4	Modeling of cancer virotherapy with recombinant measles viruses.	2008.0
BIOMD0000000772	Wang2019 - A mathematical model of oncolytic virotherapy with time delay	SBML	L2V4	A mathematical model of oncolytic virotherapy with time delay.	2019.0
BIOMD0000000773	Wodarz2018/2 - model with transit amplifying cells	SBML	L3V1	Effect of cellular de-differentiation on the dynamics and evolution of tissue and tumor cells in mathematical models with feedback regulation.	2018.0
BIOMD0000000774	Wodarz2018/1 - simple model	SBML	L3V1	Effect of cellular de-differentiation on the dynamics and evolution of tissue and tumor cells in mathematical models with feedback regulation.	2018.0
BIOMD0000000775	Iarosz2015 - brain tumor	SBML	L3V1	Mathematical model of brain tumour with glia-neuron interactions and chemotherapy treatment.	2015.0
BIOMD0000000776	Monro2008 - chemotherapy resistance	SBML	L3V1	Modelling chemotherapy resistance in palliation and failed cure.	2009.0
BIOMD0000000777	Chakrabarty2010 - A control theory approach to cancer remission aided by an optimal therapy	SBML	L2V4	A CONTROL THEORY APPROACH TO CANCER REMISSION AIDED BY AN OPTIMAL THERAPY	2010.0
BIOMD0000000778	Wei2017 - tumor, T cell and cytokine interaction	SBML	L3V1	Periodically Pulsed Immunotherapy in a Mathematical Model of Tumor, CD4+ T Cells, and Antitumor Cytokine Interactions.	2017.0
BIOMD0000000779	dePillis2009 - Mathematical model creation for cancer chemo-immunotherapy	SBML	L2V4	Mathematical model creation for cancer chemo-immunotherapy	2009.0
BIOMD0000000780	Wang2016/1 - oncolytic efficacy of M1 virus-SNTM model	SBML	L3V1	A mathematical model verifying potent oncolytic efficacy of M1 virus.	2016.0
BIOMD0000000781	Wang2016/2 - oncolytic efficacy of M1 virus-SNT model	SBML	L3V1	A mathematical model verifying potent oncolytic efficacy of M1 virus.	2016.0
BIOMD0000000782	Wang2016/3 - oncolytic efficacy of M1 virus-SN model	SBML	L3V1	A mathematical model verifying potent oncolytic efficacy of M1 virus.	2016.0
BIOMD0000000783	Dong2014 - Mathematical modeling on helper t cells in a tumor immune system	SBML	L2V4	Mathematical modeling on helper t cells in a tumor immune system	2014.0
BIOMD0000000784	Lopez2014 - A Validated Mathematical Model of Tumor Growth Including Tumor-Host Interaction and Cell-Mediated Immune Response	SBML	L2V4	A validated mathematical model of tumor growth including tumor-host interaction, cell-mediated immune response and chemotherapy.	2014.0
BIOMD0000000785	Sotolongo-Costa2003 - Behavior of tumors under nonstationary therapy	SBML	L2V4	Behavior of tumors under nonstationary therapy	2003.0
BIOMD0000000786	Lipniacki2004 - Mathematical model of NFKB regulatory module	SBML	L2V4	Mathematical model of NF-kappaB regulatory module.	2004.0
BIOMD0000000787	Frascoli2014 - A dynamical model of tumour immunotherapy	SBML	L2V4	A dynamical model of tumour immunotherapy.	2014.0
BIOMD0000000788	Schropp2019 - Target-Mediated Drug Disposition Model for Bispecific Antibodies	SBML	L2V4	Target-Mediated Drug Disposition Model for Bispecific Antibodies: Properties, Approximation, and Optimal Dosing Strategy.	2019.0
BIOMD0000000789	Jenner2018 - treatment of oncolytic virus	SBML	L3V1	Mathematical Modelling of the Interaction Between Cancer Cells and an Oncolytic Virus: Insights into the Effects of Treatment Protocols.	2018.0
BIOMD0000000790	Alvarez2019 - A nonlinear mathematical model of cell-mediated immune response for tumor phenotypic heterogeneity	SBML	L2V4	A nonlinear mathematical model of cell-mediated immune response for tumor phenotypic heterogeneity.	2019.0
BIOMD0000000791	Wilson2012 - tumor vaccine efficacy	SBML	L3V1	A mathematical model of the enhancement of tumor vaccine efficacy by immunotherapy.	2012.0
BIOMD0000000792	Hu2019 - Modeling Pancreatic Cancer Dynamics with Immunotherapy	SBML	L2V4	Modeling Pancreatic Cancer Dynamics with Immunotherapy.	2019.0
BIOMD0000000793	Chen2011/1 - bone marrow invasion absolute model	SBML	L3V1	Modeling invasion of metastasizing cancer cells to bone marrow utilizing ecological principles.	2011.0
BIOMD0000000794	Benary2019 - Controlling NFKB dynamics by B-TrCP	SBML	L2V4	Controlling Nuclear NF-κB Dynamics by β-TrCP-Insights from a Computational Model.	2019.0
BIOMD0000000795	Chen2011/2 - bone marrow invasion relative model	SBML	L3V1	Modeling invasion of metastasizing cancer cells to bone marrow utilizing ecological principles.	2011.0
BIOMD0000000796	Yang2012 - cancer growth with angiogenesis	SBML	L3V1	Mathematical modeling of solid cancer growth with angiogenesis.	2012.0
BIOMD0000000797	Hu2018 - Dynamics of tumor-CD4+-cytokine-host cells interactions with treatments	SBML	L2V4	Dynamics of tumor–CD4+–cytokine–host cells interactions with treatments	2018.0
BIOMD0000000798	Sharp2019 - AML	SBML	L3V1	Optimal control of acute myeloid leukaemia.	2019.0
BIOMD0000000799	Cucuianu2010 - A hypothetical-mathematical model of acute myeloid leukaemia pathogenesis	SBML	L2V4	A hypothetical-mathematical model of acute myeloid leukaemia pathogenesis	2010.0
BIOMD0000000800	Precup2012 - Mathematical modeling of cell dynamics after allogeneic bone marrow transplantation	SBML	L2V4	Mathematical modeling of cell dynamics after allogeneic bone marrow transplantation	2012.0
BIOMD0000000801	Sturrock2015 - glioma growth	SBML	L3V1	A mathematical model of pre-diagnostic glioma growth.	2015.0
BIOMD0000000802	Hoffman2018- ADCC against cancer	SBML	L3V1	A mathematical model of antibody-dependent cellular cytotoxicity (ADCC).	2018.0
BIOMD0000000803	Park2019 - IL7 receptor signaling in T cells	SBML	L2V4	IL7 receptor signaling in T cells: A mathematical modeling perspective.	2019.0
BIOMD0000000804	Koenders2015 - multiple myeloma	SBML	L3V1	A mathematical model of cell equilibrium and joint cell formation in multiple myeloma.	2016.0
BIOMD0000000805	Al-Husari2013 - pH and lactate in tumor	SBML	L3V1	Regulation of tumour intracellular pH: a mathematical model examining the interplay between H+ and lactate.	2013.0
BIOMD0000000806	Eftimie2019-Macrophages Plasticity	SBML	L3V1	Investigating Macrophages Plasticity Following Tumour-Immune Interactions During Oncolytic Therapies.	2019.0
BIOMD0000000807	Fassoni2019 - Oncogenesis encompassing mutations and genetic instability	SBML	L3V1	Modeling dynamics for oncogenesis encompassing mutations and genetic instability.	2019.0
BIOMD0000000808	Kronik2008 - Improving alloreactive CTL immunotherapy for malignant gliomas using a simulation model of their interactive dynamics	SBML	L2V4	Improving alloreactive CTL immunotherapy for malignant gliomas using a simulation model of their interactive dynamics.	2008.0
BIOMD0000000809	Malinzi2018 - tumour-immune interaction model	SBML	L2V4	Mathematical analysis of a tumour-immune interaction model: A moving boundary problem.	2019.0
BIOMD0000000810	Ganguli2018-immuno regulatory mechanisms in tumor microenvironment	SBML	L2V4	Exploring immuno-regulatory mechanisms in the tumor microenvironment: Model and design of protocols for cancer remission.	2018.0
BIOMD0000000811	He2017 - A mathematical model of pancreatic cancer with two kinds of treatments	SBML	L2V4	A mathematical model of pancreatic cancer with two kinds of treatments	2017.0
BIOMD0000000812	Galante2012 - B7-H1 and a Mathematical Model for Cytotoxic T Cell and Tumor Cell Interaction	SBML	L2V4	B7-h1 and a mathematical model for cytotoxic T cell and tumor cell interaction.	2012.0
BIOMD0000000813	Anderson2015 - Qualitative behavior of systems of tumor-CD4+-cytokine interactions with treatments	SBML	L2V4	Qualitative behavior of systems of tumor-CD4+-cytokine interactions with treatments	2015.0
BIOMD0000000814	Perez-Garcia19 - Computational design of improved standardized chemotherapy protocols for grade 2 oligodendrogliomas	SBML	L2V4	Computational design of improved standardized chemotherapy protocols for grade II oligodendrogliomas.	2019.0
BIOMD0000000815	Chrobak2011 - A mathematical model of induced cancer-adaptive immune system competition	SBML	L2V4	A mathematical model of induced cancer-adaptive immune system competition	2011.0
BIOMD0000000816	Gevertz2018 - Cancer Treatment with Oncolytic Viruses and Dendritic Cell injections original model	SBML	L2V4	Developing a Minimally Structured Mathematical Model of Cancer Treatment with Oncolytic Viruses and Dendritic Cell Injections.	2018.0
BIOMD0000000817	Gevertz2018 - cancer treatment with oncolytic viruses and dendritic cell injections minimal model	SBML	L3V1	Developing a Minimally Structured Mathematical Model of Cancer Treatment with Oncolytic Viruses and Dendritic Cell Injections.	2018.0
